SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes
SP19,G2,P14,2021-02-18,4046,67,405
SP02,G6,P13,2021-04-23,3395,128,162
SP14,G6,P02,2021-04-05,11487,67,442
SP03,G4,P22,2021-06-21,5523,132,241
SP20,G6,P05,2021-09-27,3738,266,208
SP17,G6,P08,2022-01-21,3703,129,285
SP01,G6,P17,2021-04-12,4186,165,349
SP03,G3,P10,2021-01-25,6223,142,328
SP13,G5,P15,2021-09-21,896,91,35
SP18,G1,P12,2022-03-23,10038,17,457
SP04,G4,P13,2021-01-29,8610,316,454
SP25,G3,P22,2022-01-13,112,92,5
SP06,G1,P20,2021-09-27,9170,86,540
SP20,G1,P09,2021-06-08,959,234,96
SP04,G2,P21,2022-01-24,5649,76,404
SP08,G1,P21,2021-10-13,9184,105,656
SP22,G2,P07,2021-07-29,4123,273,165
SP10,G4,P19,2021-09-13,7756,36,324
SP08,G5,P04,2021-06-30,5894,24,328
SP03,G5,P17,2021-01-29,1414,280,129
SP04,G3,P15,2021-07-07,1701,15,71
SP08,G2,P18,2021-12-21,11102,129,1234
SP25,G4,P09,2021-03-17,5327,228,485
SP13,G2,P01,2022-02-18,4900,54,446
SP19,G2,P08,2021-07-15,2044,35,186
SP20,G4,P21,2021-03-11,2940,83,184
SP02,G6,P14,2021-04-30,805,217,101
SP13,G4,P03,2021-10-12,4788,295,369
SP11,G2,P15,2021-01-25,3283,176,137
SP22,G3,P02,2021-02-26,5887,69,227
SP14,G4,P22,2021-08-05,5425,300,247
SP05,G3,P17,2022-03-25,7574,181,758
SP01,G5,P04,2021-10-12,2835,589,178
SP05,G1,P13,2021-12-30,6251,200,298
SP07,G3,P08,2021-07-15,5733,139,410
SP15,G2,P13,2021-06-08,4676,205,223
SP06,G3,P20,2021-02-01,294,248,18
SP22,G4,P21,2021-06-17,4018,67,310
SP16,G4,P14,2021-05-24,1596,140,160
SP19,G2,P22,2022-03-23,4900,173,196
SP24,G2,P22,2022-01-11,616,121,25
SP11,G5,P10,2021-04-09,4711,332,236
SP19,G3,P14,2021-10-19,2758,80,276
SP05,G3,P05,2021-07-12,21,262,2
SP17,G5,P05,2021-06-14,518,23,33
SP04,G3,P14,2021-04-14,13468,288,1924
SP13,G3,P22,2022-01-14,8400,300,366
SP06,G2,P15,2021-02-26,4186,113,161
SP17,G3,P07,2021-07-15,8715,128,397
SP03,G6,P21,2021-06-28,16534,284,1103
SP02,G3,P16,2022-03-03,8820,367,1260
SP10,G2,P02,2021-06-03,1778,99,75
SP11,G5,P03,2021-04-08,21,51,2
SP19,G1,P01,2021-10-28,7994,92,800
SP05,G3,P21,2021-04-05,6720,177,448
SP06,G6,P10,2021-11-17,1316,174,74
SP23,G4,P04,2021-02-01,6615,107,390
SP11,G1,P22,2021-05-24,238,117,11
SP05,G4,P08,2021-06-23,16870,185,1534
SP25,G6,P02,2021-07-05,5285,128,212
SP13,G2,P18,2021-08-30,2667,328,334
SP02,G4,P22,2021-04-14,3136,15,137
SP14,G3,P17,2022-03-10,2492,125,192
SP09,G4,P03,2021-12-07,525,119,41
SP10,G2,P07,2021-03-02,2730,85,119
SP16,G4,P12,2021-10-12,1519,196,70
SP05,G4,P22,2021-07-02,2877,216,120
SP02,G6,P18,2022-03-18,6328,218,904
SP24,G6,P08,2021-04-23,4179,72,380
SP19,G6,P20,2021-08-30,1736,125,109
SP22,G6,P04,2021-09-01,2947,143,174
SP11,G4,P16,2021-02-22,2933,67,489
SP16,G4,P02,2021-10-11,11130,221,429
SP12,G3,P04,2021-04-14,9422,167,555
SP24,G6,P03,2022-03-10,10885,449,990
SP03,G1,P01,2021-11-25,5796,40,644
SP02,G3,P06,2021-01-22,9016,47,531
SP02,G2,P13,2021-08-25,2142,35,108
SP23,G5,P10,2021-03-11,2100,28,124
SP01,G1,P22,2021-11-08,6888,12,314
SP09,G5,P04,2021-03-15,8813,336,551
SP15,G4,P11,2021-06-29,3500,249,185
SP19,G3,P17,2021-03-24,5600,69,467
SP05,G3,P14,2021-02-26,3815,73,477
SP03,G4,P16,2021-01-13,651,32,93
SP08,G2,P13,2021-12-30,4081,388,215
SP05,G3,P22,2021-02-03,742,6,34
SP25,G4,P01,2021-08-31,3878,182,353
SP25,G5,P01,2021-06-18,1127,293,94
SP05,G4,P20,2021-07-23,2548,450,142
SP05,G3,P10,2021-04-06,3122,446,184
SP01,G2,P06,2021-06-30,343,54,23
SP07,G5,P12,2021-10-13,6279,183,286
SP15,G2,P05,2021-03-24,7952,109,419
SP23,G5,P05,2021-05-24,9863,164,617
SP09,G3,P14,2021-08-13,1470,297,147
SP22,G4,P19,2021-12-20,4417,184,185
SP02,G6,P04,2021-12-31,924,104,55
SP23,G5,P16,2021-06-21,1330,15,222
SP20,G4,P14,2022-02-22,4830,149,690
SP24,G2,P09,2022-01-27,476,39,48
SP09,G4,P06,2022-01-31,5306,197,379
SP25,G5,P10,2021-02-12,3563,191,179
SP11,G3,P04,2021-01-06,10262,126,604
SP08,G5,P02,2021-09-24,5173,234,216
SP22,G3,P16,2021-01-26,4109,237,587
SP17,G4,P02,2022-01-13,11606,239,484
SP03,G6,P13,2021-08-31,5908,60,296
SP12,G1,P04,2021-11-11,5789,202,322
SP06,G4,P08,2021-08-13,5572,31,465
SP21,G5,P19,2022-01-10,868,254,40
SP19,G1,P16,2021-03-23,6055,141,673
SP17,G6,P01,2022-02-01,7441,160,621
SP14,G5,P21,2021-04-26,1449,371,112
SP11,G6,P05,2021-10-08,8183,28,431
SP01,G3,P20,2021-05-18,12558,308,785
SP10,G3,P06,2021-07-21,6734,93,421
SP21,G1,P06,2021-04-07,252,214,15
SP07,G1,P13,2021-06-21,4060,412,214
SP13,G5,P11,2021-10-15,18872,419,994
SP24,G2,P11,2021-01-28,5985,269,285
SP14,G4,P19,2021-05-10,3801,85,173
SP04,G1,P07,2021-08-16,10626,84,443
SP07,G4,P05,2021-06-09,5586,32,329
SP13,G6,P11,2021-07-28,910,211,42
SP14,G2,P16,2021-12-08,1372,281,196
SP11,G1,P05,2021-10-04,1995,10,125
SP11,G6,P02,2021-10-20,3997,450,154
SP01,G4,P10,2021-11-22,2114,394,112
SP10,G6,P22,2021-01-25,12033,373,482
SP12,G2,P16,2021-06-09,12152,202,1351
SP24,G5,P05,2021-03-04,12481,30,735
SP12,G6,P21,2021-05-18,7406,391,463
SP11,G3,P14,2021-01-04,3570,335,447
SP09,G1,P16,2021-05-12,5285,131,588
SP18,G1,P15,2021-03-08,1799,308,72
SP11,G4,P22,2021-02-08,3276,338,143
SP02,G5,P06,2021-12-13,5712,214,381
SP09,G5,P14,2021-06-09,4823,162,689
SP11,G4,P04,2021-01-20,6559,88,365
SP10,G1,P12,2021-03-19,973,192,43
SP12,G5,P19,2021-11-10,12068,36,575
SP22,G1,P22,2021-02-12,15127,10,688
SP09,G2,P20,2021-08-16,3661,62,204
SP15,G4,P22,2022-02-09,12124,230,552
SP18,G6,P13,2021-04-20,1722,78,91
SP14,G4,P07,2022-03-18,6496,224,260
SP03,G2,P02,2021-03-22,19621,46,727
SP15,G6,P21,2021-02-25,2954,174,228
SP11,G1,P18,2021-01-06,994,294,142
SP12,G6,P17,2021-08-31,5488,262,499
SP17,G3,P04,2022-01-21,2576,90,152
SP07,G4,P12,2021-10-05,4935,373,198
SP23,G5,P11,2021-12-23,6475,109,295
SP23,G6,P15,2021-12-01,8554,147,343
SP07,G4,P15,2021-08-30,6713,21,280
SP23,G2,P01,2021-12-27,378,46,32
SP05,G2,P22,2021-03-17,4501,208,188
SP15,G1,P07,2021-06-22,1085,387,48
SP12,G2,P21,2022-01-21,3290,236,254
SP25,G2,P03,2021-11-26,2058,288,188
SP03,G3,P14,2021-02-03,3269,96,364
SP22,G6,P21,2021-01-29,8449,306,564
SP11,G2,P21,2021-06-09,3367,175,211
SP05,G1,P20,2021-09-13,4459,362,263
SP24,G2,P05,2021-06-08,3948,104,208
SP23,G4,P10,2021-11-29,6384,93,320
SP08,G1,P01,2022-03-07,441,213,41
SP19,G4,P01,2021-06-08,4235,140,424
SP01,G2,P07,2021-03-03,5208,43,227
SP16,G2,P14,2021-10-19,8631,263,959
SP10,G1,P07,2021-03-19,3332,318,152
SP07,G1,P03,2022-02-09,8274,159,753
SP06,G2,P17,2022-01-12,3227,128,269
SP12,G6,P16,2021-09-08,5460,197,683
SP02,G2,P22,2021-04-01,13517,142,541
SP22,G5,P01,2021-02-16,2303,108,256
SP13,G4,P13,2021-01-13,8617,193,411
SP12,G5,P05,2021-07-16,1498,476,84
SP25,G5,P18,2021-11-02,3031,137,304
SP13,G2,P20,2022-02-22,2492,213,167
SP01,G2,P04,2021-07-16,14763,70,821
SP21,G4,P07,2021-04-15,7784,126,354
SP11,G1,P20,2021-10-14,12089,438,712
SP09,G4,P22,2021-12-08,2030,146,89
SP05,G3,P18,2022-03-04,4928,126,493
SP20,G5,P16,2022-02-14,77,16,10
SP11,G6,P01,2021-12-21,7861,39,787
SP16,G2,P22,2021-07-06,3983,142,166
SP07,G6,P01,2021-03-09,2296,59,256
SP24,G6,P02,2022-02-08,11781,367,437
SP18,G3,P01,2021-12-28,8316,375,693
SP08,G1,P15,2021-02-02,1134,5,48
SP23,G5,P18,2022-02-18,5446,130,778
SP02,G2,P02,2021-05-18,1323,67,49
SP22,G4,P22,2021-04-08,2499,13,114
SP09,G6,P13,2021-02-03,9226,121,486
SP12,G2,P10,2021-04-19,5250,97,309
SP06,G4,P05,2021-02-26,7210,6,451
SP25,G1,P12,2021-02-12,980,103,45
SP08,G6,P14,2021-09-08,3878,233,388
SP07,G6,P06,2021-09-30,1659,24,111
SP07,G2,P05,2022-02-09,4942,31,275
SP19,G1,P14,2021-03-29,2919,144,417
SP25,G5,P11,2021-11-26,973,24,49
SP23,G1,P13,2021-06-29,1337,64,61
SP22,G4,P15,2021-05-20,3010,49,126
SP08,G4,P17,2021-06-03,9331,11,718
SP16,G6,P22,2022-01-11,8470,167,353
SP16,G1,P01,2021-03-05,8456,222,940
SP14,G2,P06,2021-04-20,3486,106,218
SP22,G4,P13,2021-12-08,7224,198,362
SP08,G4,P20,2021-10-15,1113,73,70
SP07,G5,P21,2021-02-02,1071,284,83
SP14,G2,P13,2021-06-08,7840,25,357
SP22,G1,P16,2021-03-11,4298,91,614
SP18,G4,P21,2021-11-22,3962,122,248
SP06,G2,P21,2021-03-18,980,257,66
SP24,G5,P11,2021-11-08,9905,359,496
SP18,G4,P19,2021-03-18,9436,16,411
SP07,G1,P22,2021-06-09,5523,461,252
SP20,G1,P20,2021-11-10,8897,382,557
SP16,G6,P19,2021-04-19,7007,61,319
SP06,G4,P16,2021-09-10,6776,25,1130
SP01,G4,P18,2021-04-23,4746,118,475
SP01,G3,P07,2021-06-04,17192,202,748
SP01,G3,P12,2022-03-03,7028,72,306
SP03,G4,P04,2021-12-30,6804,288,378
SP10,G6,P01,2022-03-01,9310,172,847
SP19,G2,P06,2022-01-14,6923,123,462
SP09,G2,P18,2022-01-06,483,73,49
SP13,G6,P13,2021-05-27,3353,40,153
SP20,G3,P10,2022-03-04,12180,96,677
SP06,G5,P06,2021-04-23,10500,183,657
SP03,G2,P05,2022-02-01,14343,124,844
SP20,G6,P11,2022-03-28,14098,119,705
SP15,G3,P14,2022-03-23,12124,76,1348
SP22,G6,P12,2021-09-30,581,128,25
SP02,G4,P11,2021-11-05,6321,44,333
SP20,G1,P16,2021-10-12,4396,844,489
SP12,G6,P07,2021-03-25,5908,124,237
SP06,G5,P05,2021-06-22,1169,140,74
SP23,G1,P21,2021-03-24,2583,136,199
SP18,G1,P01,2021-09-22,7126,311,648
SP16,G6,P13,2021-05-14,15323,64,767
SP11,G4,P14,2021-03-16,9338,18,1168
SP02,G1,P04,2021-02-24,273,74,19
SP18,G2,P09,2022-03-18,532,153,60
SP20,G4,P07,2021-01-08,4571,89,183
SP16,G3,P13,2021-03-09,2919,62,146
SP14,G3,P08,2022-03-28,672,136,52
SP12,G5,P16,2021-06-08,15288,127,2184
SP16,G6,P01,2022-02-23,13440,236,1344
SP17,G4,P16,2021-10-06,6902,172,863
SP24,G3,P03,2022-01-12,11816,12,844
SP19,G1,P10,2021-11-03,15890,187,883
SP13,G1,P05,2021-04-23,672,10,38
SP21,G1,P18,2021-06-15,12929,157,1847
SP22,G1,P13,2022-01-26,10577,153,481
SP11,G5,P15,2021-06-23,5579,114,233
SP08,G2,P12,2021-08-26,7000,286,319
SP06,G1,P04,2021-12-21,2086,203,131
SP25,G3,P17,2021-11-03,7574,53,689
SP04,G5,P03,2022-03-15,3346,57,258
SP16,G1,P13,2021-09-15,11753,6,619
SP14,G3,P12,2021-12-22,4907,162,205
SP19,G6,P08,2021-04-21,7140,205,510
SP24,G3,P17,2022-03-09,14266,150,1189
SP12,G5,P09,2021-04-16,4249,26,425
SP03,G6,P05,2022-01-20,3290,348,183
SP22,G3,P18,2021-10-06,8337,23,1191
SP17,G3,P18,2021-03-15,4669,294,667
SP24,G1,P20,2021-09-15,210,30,14
SP23,G1,P22,2021-11-26,4543,191,198
SP10,G6,P19,2022-03-30,1827,137,84
SP25,G6,P10,2021-03-17,308,79,16
SP25,G3,P02,2021-08-25,371,38,15
SP24,G3,P19,2021-07-22,6160,353,257
SP05,G4,P09,2021-07-06,1939,71,243
SP03,G5,P16,2021-01-25,9541,1,1591
SP16,G1,P21,2021-07-07,665,195,42
SP23,G4,P12,2021-06-15,3941,3,180
SP04,G2,P06,2022-02-14,3864,75,276
SP24,G1,P02,2021-02-22,10479,45,404
SP16,G4,P17,2021-09-27,9492,190,863
SP01,G6,P20,2021-01-12,14462,124,904
SP19,G2,P21,2021-08-27,6125,368,383
SP20,G6,P12,2021-11-04,8981,67,360
SP02,G5,P13,2021-09-06,3906,52,206
SP19,G4,P20,2021-12-08,7784,77,487
SP21,G1,P07,2021-01-18,3080,55,134
SP06,G1,P12,2021-11-22,4970,381,208
SP11,G1,P07,2021-12-01,4375,9,191
SP09,G1,P15,2022-02-10,12887,136,516
SP15,G6,P15,2022-01-26,11326,32,472
SP18,G3,P12,2021-03-18,336,312,16
SP20,G4,P17,2022-01-21,10066,246,1007
SP10,G5,P09,2021-04-20,5229,191,581
SP12,G6,P22,2021-01-06,2870,21,131
SP22,G2,P05,2021-01-13,6342,214,334
SP08,G2,P16,2021-07-01,13720,209,2287
SP25,G1,P04,2021-07-20,707,153,42
SP01,G1,P11,2021-03-17,3717,336,196
SP02,G5,P15,2022-03-07,833,300,35
SP15,G6,P17,2021-09-13,6377,98,580
SP12,G3,P16,2022-03-29,15932,59,2656
SP14,G6,P05,2022-01-21,994,220,56
SP08,G2,P04,2022-02-15,4648,25,259
SP22,G4,P02,2021-01-08,11767,228,471
SP18,G3,P11,2021-02-22,15253,268,727
SP19,G5,P03,2021-07-01,5278,248,406
SP10,G2,P03,2022-03-03,11648,54,832
SP16,G6,P20,2021-10-04,7987,13,470
SP08,G6,P02,2021-09-07,15302,91,589
SP22,G5,P13,2021-03-01,1239,9,62
SP18,G2,P13,2022-03-16,2352,82,118
SP01,G5,P05,2021-12-31,2135,68,134
SP18,G2,P02,2021-11-02,3661,109,147
SP06,G5,P20,2021-06-21,6699,97,373
SP18,G1,P02,2021-11-02,3521,140,147
SP11,G2,P03,2021-09-09,1260,169,97
SP18,G5,P20,2022-02-04,4032,45,252
SP04,G2,P02,2022-03-28,12614,301,526
SP16,G4,P04,2021-03-01,847,142,48
SP24,G4,P03,2021-11-02,13608,27,1047
SP20,G1,P15,2021-01-11,8876,321,370
SP04,G1,P09,2021-06-21,12110,120,1211
SP03,G2,P09,2021-08-30,12439,306,1555
SP24,G2,P17,2021-06-21,7133,383,714
SP20,G6,P02,2021-03-17,1071,183,42
SP09,G4,P07,2021-12-29,8547,286,342
SP18,G4,P05,2022-03-28,294,97,18
SP15,G6,P16,2021-03-17,763,168,96
SP12,G1,P12,2021-09-27,2758,62,115
SP13,G5,P01,2021-08-09,6755,238,563
SP15,G4,P03,2021-03-04,14140,82,1286
SP25,G1,P11,2021-08-31,4235,351,223
SP01,G2,P16,2021-06-22,1883,56,269
SP22,G5,P07,2021-06-11,6825,244,311
SP17,G2,P01,2021-05-24,1855,257,186
SP07,G3,P10,2022-02-14,1064,44,56
SP01,G3,P06,2021-02-24,3465,16,204
SP04,G3,P21,2021-04-14,5110,38,365
SP20,G1,P05,2021-08-06,1757,139,104
SP17,G4,P11,2021-03-02,11928,388,543
SP15,G1,P11,2021-11-09,287,183,14
SP05,G3,P12,2021-01-13,11151,104,507
SP10,G2,P19,2021-08-16,609,241,28
SP02,G3,P20,2021-04-01,6104,55,407
SP12,G4,P06,2022-01-13,4851,337,324
SP04,G4,P15,2021-11-26,3346,193,129
SP08,G4,P13,2021-01-20,11641,127,583
SP06,G1,P02,2021-07-29,5579,67,224
SP23,G6,P08,2022-01-07,539,254,45
SP20,G1,P13,2021-03-04,9695,130,511
SP03,G6,P12,2021-07-20,15659,45,681
SP24,G4,P21,2021-12-08,8225,33,588
SP07,G2,P18,2021-11-12,826,415,104
SP12,G5,P06,2022-01-04,5292,272,378
SP10,G3,P04,2021-04-12,4298,91,287
SP10,G5,P13,2021-01-11,4004,181,191
SP07,G3,P20,2021-06-07,6153,86,411
SP18,G2,P18,2021-09-03,9919,206,992
SP11,G1,P19,2022-02-01,2695,88,118
SP23,G4,P15,2021-04-27,5684,113,228
SP24,G5,P09,2021-03-16,721,82,91
SP21,G3,P15,2021-12-31,1995,206,80
SP14,G5,P01,2021-06-17,6867,169,625
SP23,G2,P02,2022-02-23,1393,222,59
SP15,G4,P08,2021-08-31,7637,53,546
SP03,G5,P10,2021-08-03,5845,47,325
SP16,G3,P03,2021-10-18,9639,85,804
SP06,G6,P18,2021-09-01,2135,170,238
SP04,G1,P01,2021-02-04,12418,113,1129
SP15,G3,P08,2022-03-10,2219,144,171
SP03,G1,P22,2021-09-08,2947,159,134
SP04,G4,P19,2021-03-16,9184,135,383
SP13,G4,P21,2021-05-31,6692,83,515
SP07,G6,P20,2021-07-26,2016,52,112
SP19,G4,P02,2021-11-12,1057,96,45
SP18,G2,P20,2022-01-19,9415,272,554
SP11,G3,P17,2021-03-10,2863,31,221
SP19,G2,P16,2022-02-18,3458,52,577
SP07,G2,P04,2021-01-04,5040,59,315
SP18,G1,P10,2021-11-02,3346,233,177
SP25,G1,P21,2021-03-25,6146,323,385
SP02,G5,P02,2021-10-21,9555,46,354
SP11,G2,P14,2021-08-23,10857,58,1358
SP04,G2,P12,2021-12-10,3423,236,137
SP13,G1,P03,2021-03-25,1897,181,159
SP12,G3,P19,2021-10-01,12131,122,506
SP16,G2,P19,2022-01-21,1491,18,71
SP25,G6,P11,2021-01-20,5915,32,282
SP02,G5,P10,2021-04-07,2093,136,124
SP25,G3,P11,2021-02-25,5859,229,309
SP19,G4,P21,2021-03-03,5299,91,332
SP23,G2,P17,2022-03-01,15043,43,1158
SP17,G1,P11,2021-11-05,11249,130,593
SP10,G6,P03,2021-07-28,875,235,73
SP01,G4,P19,2021-01-25,469,242,22
SP22,G2,P03,2021-03-11,6902,328,493
SP01,G1,P01,2021-11-15,1435,76,160
SP02,G3,P08,2021-07-09,8806,168,734
SP19,G4,P05,2021-08-17,5096,249,319
SP19,G2,P01,2022-01-28,7427,161,676
SP11,G3,P11,2021-08-26,2856,37,130
SP04,G5,P09,2021-10-15,1484,446,186
SP24,G6,P14,2022-01-28,693,172,70
SP19,G6,P22,2021-10-18,7,26,1
SP21,G6,P08,2021-06-04,525,43,44
SP20,G6,P13,2021-11-18,5334,104,267
SP16,G1,P15,2021-06-24,427,409,16
SP11,G4,P01,2021-03-25,1295,316,118
SP21,G4,P11,2021-10-11,6258,63,285
SP14,G1,P22,2021-11-11,8120,214,370
SP08,G1,P17,2021-03-01,8743,333,795
SP08,G6,P18,2021-08-31,5684,20,812
SP01,G2,P14,2021-12-15,5012,39,716
SP09,G5,P10,2021-04-12,7686,452,427
SP20,G6,P22,2021-05-12,8008,251,349
SP01,G3,P09,2022-02-16,266,72,34
SP08,G4,P14,2022-02-14,15092,191,2156
SP01,G5,P13,2021-01-15,4753,7,227
SP06,G2,P06,2022-01-05,7539,54,539
SP16,G5,P02,2021-01-21,6335,63,235
SP17,G6,P18,2021-04-20,1155,154,129
SP05,G1,P08,2022-01-05,987,12,83
SP21,G4,P06,2021-02-19,9926,13,709
SP15,G4,P07,2021-10-19,4480,513,187
SP02,G1,P15,2021-08-18,5159,146,215
SP21,G3,P03,2021-08-20,12061,28,862
SP20,G1,P06,2022-01-24,1148,326,82
SP25,G2,P06,2021-02-23,7525,165,443
SP01,G6,P18,2021-10-11,8288,289,829
SP17,G1,P08,2021-01-04,1442,296,111
SP17,G5,P16,2021-01-12,196,343,28
SP25,G1,P07,2021-01-13,1099,213,44
SP18,G4,P07,2021-07-13,4298,76,187
SP23,G4,P08,2021-08-25,7672,85,548
SP01,G5,P06,2021-07-27,7490,116,500
SP22,G1,P04,2022-01-05,1253,145,74
SP13,G1,P04,2021-11-26,8876,154,494
SP09,G1,P01,2021-12-01,5089,324,566
SP14,G3,P22,2021-07-14,5838,123,266
SP17,G3,P10,2022-01-14,12159,71,716
SP15,G4,P12,2021-01-25,8673,250,347
SP15,G1,P10,2021-09-13,10325,76,608
SP04,G3,P06,2021-03-25,11802,34,787
SP17,G5,P03,2021-04-22,5481,41,422
SP04,G2,P16,2021-05-10,4130,437,590
SP15,G4,P05,2021-06-01,10927,292,643
SP24,G6,P12,2022-02-01,3199,420,134
SP19,G1,P11,2021-02-03,952,75,48
SP23,G3,P15,2022-01-12,5593,205,234
SP19,G6,P15,2021-05-04,4704,249,181
SP01,G2,P21,2021-04-15,5572,116,398
SP07,G2,P11,2021-11-04,7147,456,325
SP09,G1,P11,2021-04-13,1120,92,56
SP10,G1,P03,2021-11-29,8876,384,807
SP17,G1,P18,2022-03-16,6783,38,969
SP22,G2,P06,2021-03-15,9765,115,698
SP17,G2,P12,2022-02-18,4928,11,206
SP06,G4,P13,2021-04-16,8897,136,405
SP08,G3,P20,2021-11-08,5663,356,378
SP15,G1,P05,2021-12-20,1239,48,78
SP19,G4,P12,2022-02-01,7280,159,304
SP25,G3,P06,2021-06-03,9058,176,647
SP03,G2,P10,2021-01-11,4473,3,236
SP13,G1,P21,2022-02-09,1393,148,88
SP10,G6,P21,2022-01-14,1162,46,83
SP16,G3,P18,2021-06-10,1337,89,149
SP09,G2,P21,2021-11-23,1659,148,128
SP21,G2,P08,2021-08-05,3297,189,236
SP04,G3,P07,2021-11-17,2877,222,116
SP18,G1,P07,2022-01-10,1904,102,80
SP09,G6,P02,2021-07-22,3843,142,148
SP01,G4,P16,2021-03-15,4739,553,593
SP02,G4,P08,2021-02-09,1274,111,107
SP01,G5,P20,2022-03-29,2408,76,142
SP03,G4,P12,2021-03-17,350,270,14
SP14,G4,P04,2021-08-25,7798,303,488
SP10,G4,P09,2021-11-16,210,78,21
SP08,G3,P11,2021-11-25,5964,137,284
SP23,G4,P01,2021-10-07,6118,339,680
SP09,G1,P22,2021-08-09,7077,50,295
SP17,G1,P14,2021-06-11,763,547,77
SP08,G3,P15,2021-10-21,1778,341,69
SP17,G5,P19,2021-07-13,1568,130,66
SP14,G2,P12,2021-07-05,11809,140,514
SP07,G6,P15,2022-03-24,5061,58,188
SP24,G1,P07,2022-03-29,6902,121,314
SP14,G3,P05,2022-02-15,4732,468,250
SP09,G2,P06,2021-11-03,1316,419,88
SP11,G6,P21,2022-02-07,203,31,13
SP21,G2,P16,2021-01-25,224,90,25
SP09,G1,P04,2021-11-10,4074,136,272
SP25,G5,P13,2021-01-26,2618,202,138
SP15,G4,P04,2022-02-03,259,185,15
SP17,G4,P14,2022-01-21,8442,268,845
SP03,G6,P19,2021-06-04,259,98,11
SP25,G4,P22,2022-03-15,3437,200,157
SP15,G1,P01,2021-03-01,6069,183,552
SP03,G5,P07,2022-03-08,7777,27,339
SP03,G2,P14,2021-06-04,2156,42,216
SP13,G5,P14,2021-07-07,3269,84,364
SP19,G4,P14,2021-08-16,12642,138,1265
SP05,G1,P02,2021-06-03,8890,5,356
SP02,G6,P07,2022-02-18,2737,200,125
SP23,G6,P09,2021-06-22,7651,8,957
SP01,G6,P10,2021-06-14,2380,188,140
SP21,G2,P17,2021-06-21,3500,177,350
SP16,G2,P08,2021-11-08,1890,125,158
SP05,G4,P04,2021-04-12,5397,426,300
SP20,G4,P09,2021-02-08,2436,12,222
SP14,G6,P14,2021-02-15,5663,252,708
SP17,G3,P20,2021-01-01,6832,162,456
SP16,G6,P21,2021-11-03,21406,165,1428
SP17,G6,P12,2021-05-07,6489,59,295
SP10,G6,P18,2021-07-29,2149,82,269
SP20,G2,P19,2021-12-17,7420,259,354
SP08,G4,P02,2021-05-05,2709,56,113
SP09,G1,P14,2021-08-27,5712,318,816
SP22,G3,P12,2021-09-30,4158,80,189
SP08,G5,P18,2021-06-09,7476,257,935
SP03,G2,P18,2021-04-30,10808,46,1544
SP08,G3,P02,2022-02-11,2324,189,87
SP08,G6,P05,2021-02-05,3101,99,173
SP23,G3,P14,2022-03-29,868,96,124
SP11,G2,P07,2021-03-08,245,41,12
SP24,G1,P12,2021-05-25,4774,368,217
SP23,G3,P22,2021-05-20,9681,257,388
SP16,G5,P05,2022-01-10,11284,256,594
SP25,G4,P20,2021-08-02,385,205,23
SP24,G4,P10,2021-06-14,5593,80,295
SP13,G5,P16,2021-05-14,1617,298,180
SP04,G3,P12,2021-12-24,7224,110,289
SP05,G5,P20,2021-09-03,4872,101,325
SP14,G4,P20,2022-02-18,5404,52,361
SP16,G1,P09,2021-12-20,8281,242,921
SP13,G4,P07,2021-02-22,2569,38,117
SP02,G4,P19,2021-03-23,7518,255,342
SP20,G5,P19,2022-01-12,805,69,37
SP18,G6,P09,2021-07-22,5824,314,530
SP14,G4,P03,2021-08-05,2359,100,169
SP23,G3,P07,2021-07-12,3472,67,151
SP16,G2,P10,2021-01-13,15694,387,826
SP07,G6,P05,2021-12-28,2653,128,166
SP06,G4,P12,2022-01-04,8190,56,328
SP08,G6,P04,2021-06-23,14084,243,881
SP23,G1,P14,2021-04-19,2121,136,236
SP16,G6,P10,2021-12-24,1491,522,88
SP10,G4,P04,2022-03-28,15071,33,887
SP09,G1,P17,2022-02-15,3689,307,308
SP17,G4,P04,2021-12-16,2345,160,157
SP05,G2,P13,2021-01-26,1540,77,70
SP02,G6,P03,2021-06-02,13314,117,951
SP22,G3,P09,2021-03-19,10647,187,1331
SP10,G1,P02,2021-09-24,9821,58,364
SP12,G1,P19,2021-05-21,10857,141,494
SP01,G4,P01,2021-09-29,2205,308,201
SP01,G6,P03,2021-03-30,14301,178,1301
SP21,G2,P20,2021-02-19,238,93,16
SP04,G5,P20,2021-10-28,3584,111,211
SP08,G2,P11,2021-04-16,15953,106,840
SP15,G3,P01,2021-05-17,12117,166,1347
SP24,G2,P08,2022-01-12,15169,96,1167
SP03,G1,P10,2021-07-27,4977,21,262
SP02,G2,P01,2021-04-16,8106,71,676
SP08,G5,P11,2021-07-22,5761,212,262
SP14,G1,P20,2021-09-21,2849,76,179
SP04,G1,P12,2021-11-23,6153,230,280
SP22,G6,P14,2021-04-16,3325,94,416
SP23,G3,P17,2021-11-10,7161,194,717
SP05,G4,P15,2021-08-11,10710,129,397
SP15,G6,P10,2021-04-22,4767,9,265
SP06,G3,P14,2022-02-24,10290,232,1029
SP01,G6,P06,2021-06-16,5775,199,361
SP06,G6,P21,2021-11-23,371,284,24
SP20,G1,P21,2021-01-26,4676,289,293
SP10,G5,P22,2021-04-20,5383,211,235
SP01,G3,P22,2021-07-20,10640,32,444
SP06,G3,P07,2021-03-09,1309,39,57
SP02,G5,P12,2021-01-29,301,227,14
